review,note
passabl,0.0
correct larg amélior étoil liter bon qualit chambr accueil sall bain correct chauffag insuffis climatis pas moyen trouv couvertur supplémentair l'établ mini-bar vid pas d'eau disponibl récept oblig d'all l'épicer coin heur matin viennoiser pet déjeun bien mauv qualit décongel certain,0.0
assez médiocr lir king siz matel,0.0
hôtel évit gentilless personnel chambr mur mois mauv odeur couet minc l'hiv propret chambr douteux sal pas serviet moindr pet savon,0.0
décev l'emplac prix réduct booking surclass annonc l'hotel vrai déçu prestat n'et pas hauteur d'un étoil sall bain non propr l'avon signal pas d'intervent réalis normal devion baignoir c'et douch rien d'exceptionnel chambr concern pet déjeun brui,0.0
plus localis hôtel personnel aimabl gentil douch pet lit moindr qualit cousin inconfort,0.0
retourn pas hotel pas fenetr ouvrabl chambr,0.0
horribl pas loin gar personnel flexibl correct fuir sal endroit taud sall bain sal crois cafard larv horribl chaud humid poussi partout balcon dortoir compar poubel bier vid cendr déchet chaussur jet dortoir pris acccessibl,0.0
cloison papi cigaret contact symp boss réception rigid,0.0
quarti sympath emplac brui boit nuit proxim mauv insonoris douch pratiqu consign bagag non sécuris bagag couloir vu client non client,0.0
médiocr pet déjeun divers produit propos céreal viennoiser charcuter boisson demand chambr calm pas respect chambr trouv côt port cag d'escali l'ascenseur nuisanc sonor respectu s'amus claqu port escali remont l'ascenseur cri heur matin plusieur mauvais isol chambr bruir rout pass dev l'hôtel bruit client chambr voisin hôtel valabl seul nuit rénov chambr effectu,0.0
moyen arrond pari petit-déjeun bruit ru lir pas confort l'accueil personnel soir moyen l'état chambr moyen,0.0
plus jam liter personnel l'accueil bien souc cart assenceur renfonc mur inclin douch bass pas propr coin chambr moisissur énorm poussier quarti mal fam soir prostitu autour l'hôtel caf inbuv c'et l'eau,0.0
décev l'emplac chambr minuscul servic dessous c'et self servic,0.0
décev,0.0
retourn neanmoin bon situat commodit trouv plac produit sall bain ains produit cuisin pas normal redescendr par heur trajet fatigu demand devr etre prevus systhemat studioj retourn,0.0
décev chambr minuscul 6em étag ascenseur balcon annonc vélux toit pas ménag lir 2em jour euro placard aménag c'est honteux,0.0
assez médiocr rien,0.0
décev,0.0
assez médiocr pas pet déjeun pas chauffag chambr,0.0
déçu posit géograph pet déjeun copieux manqu d'isol sonor entre chambr pas suffis d'intim bruit ru gên nuisanc sonor élev pourt situ l'étag supérieur,0.0
décev propret chambr poussi partout port toilet ferm pas propret sall bain,0.0
décev,0.0
passabl rapport qualit /prix catastroph emplac,0.0
l'accueil n'et pas désagré hôtel beaucoup vétust immeubl chambr attribu vieillot pas pet morceau savon sall bain lavabo complet fendu rideau douch plastifi pas net ensuit chambr grand lit pas tabl nuit espac chambr pet linoléum sol dégrad l'armoir mur mont cot non ferm rideau port immeubl vétust aucun décor chambr éclairag tamis passag entre lir côt fenêtr sall bain froid quarti situ l'hôtel mal fréquent,0.0
decev personnel bruit voir chemin fer sall bain,0.0
j'aur souhait meilleur accueil pai factur absenc fourn sdb toujour l'attent factur pas remis dev m'êtr adress mail 06/05,0.0
hôtel limit marchand sommeil chambr limit chambr bon sall bain pas mauv insonoris têt clou dépass moquet environ brui,0.0
hotel agréabl hotel propr personnel sympath bon conseil mauvais insonoris,0.0
minimum vital,0.0
décu rapport attendu fonction photo lor reserv lit chambr pet pas propr sall bain pet port douch déboit ded odeur cigaret couloir cens non fumeur parking plac gar falloir aller metr pas pratiqu bagag,0.0
assez médiocr géograph,0.0
décev emplac pres canal saint martin accueil moyen odeur chambr lir roulet bruit boug,0.0
assez médiocr centr vill attent attent compt apres réserv gestionnair log impossibl joindr malgr appel sm mail suit deb banquair correspond pas nombr nuit réserv présent mensonger équip lieu d'avoir lit king siz lux j'ai droit matel plac cot cot merc situ dessus d'un bar mal isol télévis march grâc appliqu install smartphon nombr chaîn limit malgr grand tel affich mod opératoir d'ouvertur port d'entr laquel j'et sens tourn verrou apres compos cod appui pas verrou pas bouton j'ai tâton pend séjour moindr équip l'appart,0.0
correct grâc l'emplac renouvel pas l'emplac pet déjeun catastroph équip débord pas pain vaissel sal partout sall pas couvert buffet moiti vid souhaiton gest commercial regard tarif pet déjeun euro,0.0
horribl absolu rien n'est l'emplac l'hotel catastroph pas climatis moquet sol tout pourr odeur mois chambr servic impossibl trouv fer repass chaleur étouff drap couet anné horreur fuir,0.0
passabl ger propos plac parking pas assez coup trouv plac hôtel,0.0
angoiss rien hotel insalubr sal sall bain pas nettoi lit tach sang ose pas mettr pied sol devr pas droit lou taud,0.0
décev,0.0
décev,0.0
décev sent accueil respons servic petit-déjeun servic voituri pratiqu efficac nettoyag sommair chambr chang serviet produit esthet papi pet tabl chais disparaiss chambr expliqu seul endroit extérieur final dédi fumeur spa non surveil short bain final toler invers expliqu,0.0
oubli lit confort chambr minuscul douch minuscul voisinag brui ascenseur brui,0.0
assez médiocr chambr sanitair sal,0.0
dorm bien liter chambr espac douch sall bain,0.0
assez médiocr propret propret équip pas tass thé pas vrai bol détail veut mérit étoil soutien infos tourist personnel,0.0
personnel surtout récept travail niveau accueil déplor arrive agress non professionnal chambr prêt retard piscin balneo sal pas chais longu disponibl concierger non professionnel,0.0
décev,0.0
court heureux proxim gar nord propret chambr revoir chambr minuscul pas lir beb prépar pourt inscrit lor réserv bruit sec incess tout nuit traval l'hôtel chambr rien voir photo,0.0
décev mal insonoris internet fonction pas équip rudimentair,0.0
décev chiffr acces wi-f inclus qualit liter climatis fonction pas chambr pet prix vrai labyrinth sort parking assez éloign hôtel lorsqu'on charg pas beaucoup choix niveau nourritur pet déjeun,0.0
moyen confort lir chambr étroit,0.0
dorm craint rien trouv ailleur malgr l'indigent l'établ ménag assur etabl sembl invest lustr chambr minuscul rideau bern effort décor trist trist alentour hôtel tarif beaucoup plus entretenu plus attrai lumin,0.0
assez médiocr,0.0
assez médiocr sent énorm cigaret chambr non fumeur tre tre déagréabl,0.0
bel emplac c'est l'emplac proxim resto commerc métro ascenseur pann chambr 5em étag escali étroit sol chambr plein boss creux douch froid soir trac moisissur sall bain insonoris inexist heureux 5em étag n'av au-dessus pet déjeun frugal pet morceau baguet min croiss min pain chocolat min pain raisin ensuit libr servic yaourt sort céréal sort jus fruit,0.0
decev lit confort sech cheveux climatis doubl vitrag pas bruit chambr n'et pas prêt arriv l'hôtel plus l'ascenseur lumi démarr pas suit noir n'ai pas rassur douch fuit rideau court plein d'eau sall bain l'hôtel besoin traval mettr jour photo l'hotel chambr,0.0
caniculeet clim rien climatis,0.0
déçu cher servic personnel n'est pas vrai agréabl,0.0
passabl servic restaur,0.0
assez médiocr hôtel sal mal organis personnel pas sérieux,0.0
brui accueil personnel posit géograph brui pas propr min ascenseur,0.0
assez médiocr,0.0
décev pet déjeun fort odeur cigaret chambr pas propr moisissur,0.0
assez médiocr,0.0
décev rien ru autour hôtel traval ouvri travaill dimanch matin,0.0
décev lit confort ampoul fonction pas jacuzz gross trac roug suspect qu'il fallut qu'on nettoi qu'on demand suppl euro celui exorbit l'état lequel gros poindr négat qu'il pas pet frigo boisson fraîch disposit qu'il fais plus 30degr week end conclus pub photo mensonger allez pas,0.0
décev situat géograph vestut rapport qualité/prix mauv établ intact an cepend propr,0.0
passabl,0.0
passabl sympath personnel décevoir catégor étoil,0.0
assez médiocr,0.0
passabl,0.0
passabl chambr liter qualit médiocr,0.0
décev personnel aimabl serviet toilet tach moquet trou sal liter pas terribl mauv écoul douch emplac parking pas respect chambr mal insonoris rapport extérieur,0.0
recommand pas hôtel liter moyen matel extrêm mou faibl signal wif chambr chambr pet décor bric broc,0.0
pas bross toilet,0.0
nuit toler bien cher pas plus long séjour prix élev rapport standing établ rapport quarti situ tourn pend cann trouv hotel énorm traval ru rendent circul horribl acce hôtel extrêm compliqu moindr chos préven mail exempl traval communiqu itinérair suivr trouv hôtel facil fin indiqu parking priv disponibl contrepart frai supplémentair facult traval monstr empêchent total gar exterieur n'avon pas autr choix pai plus gar parking hôtel clientel pas sub désagr li traval ru cann appréci hotel factur pas station parking priv,0.0
décev,0.0
passabl emplac liter confort vétust manqu propret sall bain pet,0.0
décev,0.0
passabl proxim stad odeur nefast chambr inonde sol autour sall bain sent lhumid,0.0
passabl,0.0
passabl,0.0
passabl,0.0
mettr serviet chambr sall bain l'accueil proposit prendr chambr plus confort voyag ballad pas serviet bain c'est dommag pai quitt chambr 10h c'est tôt d'autr hôtel propos 11h,0.0
dorm situat géograph l'hôtel usin accueil debout dev guichet impersonnel chambr taill minuscul rappel cag lapin pet déjeun qualit médiocr caf clair pain pein cuit personnel dépass sall brui proch d'un cantin d'accord pari conviendr prendr leçon aupres l'hôteller italien rom exempl offre prestat bien meilleur qualit cadr éleg accueil courtois prix,0.0
réserv hôtel oui croiss chaud pas grand choix rang vêt,0.0
assez médiocr emplac prix,0.0
passabl espac douch pein mettr pet dejeun pas choix ke crouss immange,0.0
lit pas top accueil ambianc liter,0.0
passabl chambr non conforment photo déçu,0.0
retourn pas établ,0.0
passabl,0.0
passabl,0.0
décev bien aim confort lir personnel accueil désagré savon terr douch aucun serviet gobelet sall bain,0.0
"décev pet déjeun pai pas pris part minut apres arriv chambr total gel l'établ propos pet chauffag d'appoint couvertur temp chambr puiss atteindr températur normal fallu attendr heur problem suiv cal climatis plus bas niveau souffler c'est dir maximum vérit congel reconnu personnel plac j'ai ref réserv plac l'hôtel côt vi booking nouveau numéro res 3548892404 cod monsieur l'accueil bien confirm qu'au situat pas prélev j'ai ensuit appel plateform bien compr aujourd'hui propos compens 9,65€ fautif rien tout évident comprendr peux rest cit plus-haut",0.0
cher espac pari pet déjeun gentilless dam charg chambr pet douch minuscul pas possibl pas rideau coll fess beurk,0.0
recommand pas studio numéro plus chanc autr canap convertibl pas bon qualit sert seul couchag studio indiqu erron moment réserv indiqu locat rdc droit final etag manqu insonoris log étag traval brui matinal manqu propret pas nickel drap sentent pas propr rien accroch ling oblig referm lit canap pou pouvoir serv tabl rep bref impress rénov vit lou rapid dommag recommand pas,0.0
prix pass lit beaucoup bruit respectent pas,0.0
passabl,0.0
manqu d'hygien prévoir nettoyag arriv personnel charm gentilless personnel chambr sall bain etaient sal,0.0
correct prix pet déjeun correct prix hôtel pres gar métro quarti moyen prix correct rapport prix pratiqu pari propr pas brui vrai pet au ascenseur quarti pas top min frigo micro onde vrai bien,0.0
décev proxim chambr,0.0
passabl l'emplac l'hôtel cœur vill personnel accueil pet déjeun pas frai jus caf machin suppl euro piscin chambr non fait matin litter sal pas dign d'un quatr étoil,0.0
cher accueil sympath manqu prestat pas serviet main pas accessoir toilet disposit pas eau disposit,0.0
passabl quarti symp pas chauffag sall bain bruit métro tout part nuit petit-déjeun servic pas top plus verr plus pet cuiller tabl pas débarrass pas bonjour parking euro,0.0
évit appart spacieux l'appart vétust lit inconfort pas pression douch bouch sachet thé n'et pas prêt arriv attendr mauv expérient recommand pas,0.0
assez médiocr,0.0
passabl,0.0
premi nuit don chambr guis greni lendemain jai demand chambr pet déjeun chambr besoin d'êtr rénov nettoyag laiss désir,0.0
passabl emplac coeur nic agréabl pet déjeun vu alentour l'hôtel chaud fin nov pas réuss baiss températur sauf ouvr fenêtr d'autr part l'insonoris mauv pourt doubl vitrag pourt l'impr'ess bruit extérieur n'et pas filtr dommag,0.0
passabl acces l'hôtel pas d'espac disponibl décharg voitur station alentour,0.0
assez médiocr,0.0
passabl voir médiocr l'accueil passabl liter couleur jaunâtr lir confort chambr insonoris l'emplac l'hôtel,0.0
décev lit confort chambr pet pet sall bain total différent photo chambr vrai chaud pas climatis pas ventil,0.0
prix trouv mieux sach prix j'ai bas périod l'emplac qualit lir pet taill chambr sall bain,0.0
décev douch bouch machin caf fui chambr vieil odeur cigaret vu immeubl ruin insalubr kyriad décev,0.0
décev assez central concept jeun agréabl lobby sall pet déjeun spacieux décor cool lir confort douch plein moisissur personnel abord râl puis nettoi 3/4 moisissur pet déjeun moyen croîtr pain pas frai caf machin pas final cher prestat 118€ chambr doubl pet déjeun personnel étudi pas centr hospital,0.0
décev studio particuli couvert cuisin sal canap lit usé trou centr mal dorm jai prélev mont réserv absenc propret pas mis neuf longtemp,0.0
assez médiocr,0.0
assez médiocr sall bain lumi personnel pas agréabl,0.0
décev lit confort chambr pet odeur égout photo booking correspond pas réalit décept total,0.0
plus jam hôtel hont accueil client genr endroit accueil hot matin fort agréabl compréhens désol monsieur professionnel matériel min lit doubl min tel serviet oreil chacun moment demand autr hot expliqu compagnon pas autr hôtel really couet non couvertur jam hôtel couvertur ignobl gratt peau fin froid tout nuit chambr absolu pas insonoris doubl vitrag quas inexist mûr papi aut dir choisisnos programm tel fonction voisin chambr pas tabl simpl armoir mettr tout affair sol papi toilet pos vulgair déjà bien entam nuit euros trouv indescent,0.0
passabl chambr froid,0.0
médiocr,0.0
premi mauv expérient ihg accueil zéro repens chos cloch surprendr déçu pourt bel emplac sérieux faut vir mond mettr vrai pro diplôm hôteller rien bien pens brouillon zéro étoil quarti bien mieux dommag,0.0
décev espac agréabl chambr équip pet déjeun bien fourn matel qualit horribl ressort rentrent corp nuit désastr,0.0
décev l'accueil manqu propret,0.0
devion rest jour rest 18h couloir tel fonction pas apre expliqu récept chang chambr tout nuit plac parking libr envoyésembl parking public chambr minuscul seul chais,0.0
oui,0.0
décev brui interieur,0.0
passabl,0.0
assez médiocr,0.0
niveau étoil emplac rest,0.0
passabl propret douteur bruit,0.0
nul prix pai anim inspir servic américain italiien piscin vu oblig pai suppl inadmissibl accueil prix transat raison 16€ jour serviet don compt goutt étroitess toilet sall bain compt chambr irrespir compt fill mar enfant devoir dorm pris vill banquet chambr exigu chambr enfant armoir bal désol prix pai inadmissibl premi derni,0.0
décev hôtel traval chambr propr simpl sall bain tout pet lavabo inutilis premi nuit lavabo bouch robinet non scel,0.0
assez médiocr rien except emplac personnel équip inconfort sal,0.0
prestat typ hard discount l'emplac parking sécuris accueil expédit,0.0
déçu entré cert sympath chambr vieil liter chambr grinc barr maintien baignoir usé anné parl moquet demand class étoil,0.0
passabl,0.0
séjour global log part pet déjeun suffis emplac central bon liter studio bien organis parfait équip l'emplac s'arrêt dev l'hôtel depos repris bagag,0.0
passabl brui pet déjeun nul,0.0
manqu confort dortoir exigu froid manqu deco vi manqu confort,0.0
assez médiocr délabr,0.0
passabl bcp bruit nuit passag,0.0
décev bien insonoris établ vieil chauffag climatis non fonctionnel vieux chauffag électr plac odeur égout sall bain baignoir noirc têt lir trou,0.0
passabl emplac pratiqu piscin ferm traval non signal réserv prix pet déjeun cher rapport choix propos,0.0
décev personnel désagré,0.0
décev,0.0
décev chambr extrêm brui mérit pas étoil,0.0
passabl,0.0
passabl,0.0
assez médiocr hôtel ven chang system réserv perdu derni pai nuit occup hotel hyp déçu servic,0.0
assez médiocr peau banan décomposit chambr lit non prépar ventil ultra sal guis climatis global chambr poussier mal entretenu ascenseur pann arriv aucun indiqu personnel,0.0
hôtel jeun inconfort locat cest bon cest ru dangereux por jeun femm voyag seul arriv l´hotel toulejour group garcon look pas confiabl por chambr cest tre tre pet por person femm habit chambr por hotel jeun cest por quelqun voyag por una habit vill cest inconfort por autr servic douch toilet cest tre inconfort l'hotel n'est pas cher prefer prochain pai plus por lieu mieux,0.0
passabl etabl tre simpl retro propr tre ancient decor pens anne tre bien tourn film beau epoqu serviet toilet,0.0
passabl coffr téléphon fonction pas,0.0
passabl,0.0
cher niveau l'hotel chambr petit équip moyen ventil frigo refroid pas douch vieillot clim portat cuvet tient pas relev etc pet déjeun moyen tabl sup bass récept éteint mettr musiqu fort croiss jus orang médiocr qualit quantit suffis prix exorbit 260€ nuit chambr pet équip vétust pdj bof photo reflètent pas niveau l'établ,0.0
recommand pas chambr vétust chauffag déplor bruit ventil couloir réson chambr sall bain rikik femm enceint impossibl d'êtr entre mur l'évi,0.0
décev c'et calm emplac pari chambr petit 1on savoir pouv pas recevoir ami l'hôtel séjour ennui sort pas,0.0
décev liter bruit,0.0
pas appréci pai tax séjour spécifi réserv booking respons hôtel oblig regl second rien vouloir entendr mauv,0.0
assez médiocr,0.0
passag quelqu nic séjour bref accueil propret personnel disponibl l'insonoris insuffis vmc ten alentour décibel élev sommeil paisibl inconvénient bruit écoul d'eau matin lorsqu autr chambr utilisent sall bain horm observ rien dir,0.0
assez médiocr non,0.0
décev,0.0
res effectu pas chambr dispo arriv,0.0
décev grand lit beaucoup bruit,0.0
évit gentilless personnel bât vétust vieil moquet lir rempl pas fonction mal dorm chambr vétust non insonoris seul emplac correct ce genr établ mérit rien etoil plac booking évit voul repos,0.0
assez médiocr sall bain accueil désorganis apres pass plus 40tain minut check-in plus chang chambr enfin trouv lit ailleur déjà réserv booking manqu propret espac commun toilet disponibl dortoir petit-déjeun simpl fruit boisson parl croiss pai part,0.0
passabl convivial l'accueil vrai professionnel chambr bien agenc mauv odeur dit vmc fonction pas moquet paravent victim d'un degat eau absenc ménag chambr coton lir poussi dessus meubl surtout périod pandem,0.0
passabl,0.0
passabl,0.0
passabl,0.0
décev personnel sourir disponibl équip,0.0
passabl,0.0
passabl,0.0
déçu emplac pres promenad anglais hôtel insalubr,0.0
passabl pet déjeun médiocr caf mauv fruit sirop insipid biscuit sec humid pas frais hôtel brui mal insonoris,0.0
chambr pet lit doubl pet,0.0
décev pas aim emplac servic,0.0
assez médiocr,0.0
passabl non non,0.0
décev accueil thé caf viennoiser brui chambr côt ru couloir étroit ascenseur lent chambr non fait poubel non vid pas propr oreil dérang lit pas,0.0
décev chambr pet lit insécur,0.0
décev,0.0
passabl,0.0
assez médiocr,0.0
surtout réserv pas appart potentiel appart surfac liter fin vi éclairag sdb extracteur air fonction pas rabat cuvet tient pas serviet bain /person semain mauv qualit part jour plus tôt caus coronavirus ste pas voulu rembours gest commercial rentr pas polit sic,0.0
évit pas gar lyon ru calm liter confort hôtel vétust besoin traval port sall bain ferm pas carrelag bass douch absent troux faillanc moisissur plafond pas d'ascenseur… sent tabac,0.0
gentilless l'hôt qu'el agréabl ruel étroit pentu acced plac parking attitr ru pas côt maison décharg 35°c pénibl d'aut plus l'acces maison long chemin gravi inutilis valis roulet jol photo montr jardin pergol envi condit qu'el libr odeur renferm,0.0
assez médiocr,0.0
reviendron pas établ l'hôtel bien situ chambr n'et pas propr pas confort brui,0.0
retourn jam petits-déjeuner choqu pas inform sall bain limit lavabo coin chambr aucun nuit pass jam lit 3em femm chambr traval bruit perceux apres 18h00,0.0
beaucoup kilometr repos pas télévis malgr pris prévu effet ventil fonction pas pris arrach mur personnel accueil propret plutôt médiocr chambr proch sanitair commun mal isol beaucoup bruit l'hôtel n'est géograph pas bien situ parking dis proxim minut march l'aspect chambr correspond pas imag mis sit plus tax séjour n'et pas mention sit,0.0
pas mal l'ensembl bien amélior pet déjeun niveau nourritur,0.0
fustr emplac proch l'aéroport pas d'eau chaud pas d'excus personnel,0.0
assez médiocr,0.0
personnel agréabl bcp nuisanc sonor pet déjeun personnel agréabl serviabl liter confort bon situat nuisanc sonor import sommeil perturb températur chambr particuli froid,0.0
insuffis prix bas annonc pet dejeun évit pet déjeun produit faibl qualit gâteau supermarch sort pain seul point posit sert réalis jus orang press situat géograph intéress quarti paris propret insuffis poussi poil baignoir beau photo ressembl pas cel j'ai lir king siz lit taill classiqu quelqu équip revoir meubl evi cass tach sol cafetier non vid,0.0
brouill vrai brouill pas insonoris plutôt étoil,0.0
passabl,0.0
décev,0.0
évit emplac quai tram quelqu dizain metr chambr correspond absolu pas photo l'annonc lit minuscul chambr vieil pas climatis brui l'extérieur propret laiss désir pet déjeun limit cher prestat n'ai pas bien dorm,0.0
pas dorm sauf pomp chaleur brui pomp chaleur cour intérieur bruit insupport,0.0
fui non adapt famill enfant pas ascenseur sal salet,0.0
passabl brui,0.0
pas dorm pend nuit refair traval insonoris litd singl chauffag tuyauter brui tout nuit,0.0
évit fui établ vieux sal pas climatis,0.0
passabl,0.0
assez médiocr bruit+++,0.0
fréquent qu'en derni recour personnel l'hôtel gentil mieux pens surtout pauvr femm s'occupent ménag chambr propr surfac hotel relat miteux liter déplor inconfort chang sent qu'el vécu exempl oreil bouloch d'êtr pass machin hotel brui aucun insonoris port sall bain ferm mal pas d'ascenseur escali étroit étag valis n'est pas ais sol sall bain gliss mouill pas d'essui prévu pied tapir bain propret relat ling lit trac drap couvertur quarti beaucoup zon transport commun proxim part bus bref aller uniqu court séjour pas choix,0.0
passabl l'emplac proch gar lyon disposit lir pas suffis plac rang,0.0
décev log situ centr vill wif march bien chang d'appart jour signal problem sécur vetust l'appart 1er appart vétust ballon d'eau chaud appart tre pet moquet use frigo vetust nouvel chambr comport tel n'av chaîn cod chang lund pas don automat quelqu minut pres restion enferm traval fenetr matin lund vendred préven aucun inform l'interdict gar plac viarm samed matin qu'il n'ont pas parking voisin brui pas sall commun rez chauss dommag,0.0
assez médiocr volet chambr l'entretien général surtout l'éloign tram sall bain joint détérior pas distributeur papi toilet bond rouill chambr sol sal trac jaun douteur mur pres lamp chevet seul pris occup lamp chevet pas va-et-vient port coul défectu fenêtr difficil ferm coinc rideau salon impossibl d'ouvr fenêtr,0.0
assez médiocr beaucoup mond pet déjeun choix impossibl profit terr extérieur caus pigeon loin vieux vill traval dev hotel plag pas priv pai beaucoup cher lir étroit,0.0
moyen pas assez pris électr trois dont seul accessibl pris consacr ventil l'autr march pas pas évident chambr pas climatiseur femm ménag rentrent chambr préven,0.0
pas établ recommand ami manqu propret intérieur redon l'accueil dépli gras +++ part communesoblig demand bouilloir électr 'air suffis personnel rentr sort numéro téléphon enregistr fonction pas pas d'excus sembl sach pas manqu d'indiqu pas bon adress booking,0.0
prestat décev retourn pas l'hôtel bien plac bien desserv transport commun personnel n'est pas réactif pas d'aid bagag mauvais organis intern répercuss négat client chambr n'et pas correct prépar accueil nombr client correspond réserv,0.0
décev posit géograph j'ai pai chambr euro baignoir j'ai chambr euros retourn pas pens plus pass booking,0.0
décev,0.0
pas choix rapid l'ascenseur nuit serviet lou restaur plat réchauff command l'accueil plat non disponibl apres command échang pas caf frai machin caf poudr pet déjeun pauvr fenêtr joint non étanch rideau occult idem bureau minuscul,0.0
fort odeur d'urin flott sall bain c'et désagré fort odeur d'urin flott sall bain c'et désagré voulion appart hotel libert revenu déçus c'est premi apres plusieur expérient appart hotel,0.0
passabl,0.0
passabl lit taill sall bain,0.0
décev,0.0
décev personnel sympath chambr défraich équip insuffis sall bain moyen manqu pris électr manqu d'isol etc,0.0
assez médiocr proxim l'aeroport min pied d'un arret tram brui passag voitur dessous l'hotel personnel deplac chais 22h sall premi étag bruit charret ballad ru 4h30 matin oreil pet manqu sech cheveux disposit sall bain réprimand personnel chambr laiss port ouvert chambr pend nettoyag présenc effet personnel présent tabouret chambr prévu l'entr l'hotel difficill trouv manqu d'indiqu tourn vit rond,0.0
assez médiocr seul chos appréci établ styl scandinav chais bureau cas mention agit coloc chambr commun sall bain cuisin arriv parl mal franc incompréhensibl prit pein minut expliqu fonction log chambr décor simpl appréci pet isol horribl entendon gen parl gesticul côt tout nuit sall bain mitigeur trouv niveau pied falloir pouvoir appréci lav noir puisqu détecteur lumi détect plus douch parking gratuit métro proxim appréci plus 60€ dortoir prix déraison pas don plus 20€ inform déçu franc faill prendr hôtel minut apres arriv heureux pass pas soir,0.0
assez médiocr centr vill proxim lir mauv qualit propret laiss désir seul serviet pas plateau bienvenu cher compar qualit,0.0
rafraîch hotel l'accueil chambr besoin rafraîch,0.0
passabl,0.0
étoil devoir obtenu moment proxim relat gar étoil devoir obtenu moment chambr propos n'aur jam pass criter poussi pleint pas cel s'est accumul journ lir équip roulet bois parquet c'est pratiqu déplac lir lorsqu ménag surpren voyageur s'assied dessus climatis pouss fond ouvr chambr novembr équip sanitair d'un âge marqu l'usur tant cabin part coup jus tent d'utilis sech cheveux sav model styl tuyau flexibl tendu déclench moteur sent cram tendus retrouv glac tendus empêch simpl myop sech cheveux clair combo lunettes/sech cheveux compliqu plus plus matin rien rideau douch don frisson rien qu'en repens moment s'est coll jamb matin aut évit l'inond bac system chauff eau désuet malgr tout meilleur volont mond voisin chambr pren sien pass d'un températur correct apres bon minut chauff glacial puis brûl lorsqu'il lâch pris décor veut rajeun artist j'aur préfer chambr ike compagnon nuit bien fac lir photo non pas allong sol bien lir photo,0.0
décev,0.0
pas terribl chambr obsolet odeur moquet mois chambr restaur complet désorganis heureux personnel sympath,0.0
passabl,0.0
pas terribl drap déchir bonbon terr chambr froid mal isol,0.0
tre moyen l'emplac c'est croiss fruit pet dejeun,0.0
décev rien chang chambr plusieur chambr pet sent renferm cigaret horribl,0.0
sort pas possibl soir quarti mal fam l'insonoris chambr pet déjeun l'escali d'acces l'hôtel lament sal empest l'urin inond,0.0
prochain essai campanil pouss plus loin plus calm proch client impress camion pass chambr mal insonoris hôtel low-cost,0.0
décev l'accueil inexist chambr minuscul,0.0
passabl,0.0
passabl localis parfait activ chambr ensoleil propr hôtel vieillot,0.0
catastroph rien seul chos posit emplac rien prix exorbit propriet douteur,0.0
cher prestat décev chambr etait propr pas serviet previent hotel propos pas serviet oui vendent promen serviet voyag serieux sinon pas poubel chambr oui c'et propr term d'hygien connu mieux sinon etriqu lav dent assis dir personnel pas sup aimabl vu cimeti c'est meg deprim mem,0.0
assez médiocr s'ag pas d'un hôtel étoil l'équip médiocr cheveux poil baignoir or prix d'un étoil pet déjeun minabl,0.0
décev placard guis bureau plus coll pos docu,0.0
décev pas propr chambr mauv,0.0
séjour accept lit confort bon situat géograph l'étag l'eau chaud met beaucoup temp arriv couloir n'et pas chauff,0.0
passabl emplac strateg hôtel chambr pet,0.0
décev chambr petit cour isol bruit extérieur général modest décor équip,0.0
assez médiocr,0.0
décev personnel agréabl sommi lit pas confort brui meubl sall bain vétust pas assez choix pet déjeun,0.0
assez médiocr,0.0
correct personnel gentil impersonnel client grand merc sent emploi mieux accueil client l'hôtel sommeil leg s'absten j'ai malchanc d'êtr côt chambr d'un client bruit matin jusqu accueil ami fais parl rir fort j'ai appel l'accueil ver matin sais qu'il parl client question pein perdu cloison fin moindr bruit gên j'et part vacanc j'esper dorm pas possibl nuit-là l'autr chos j'ai aim qu'on entendr cess emploi radio traver laquel communiquent entre parl tel chambr tel client part tel client n'ai pas trouv agréabl j'ai l'impress n'êtr qu'un numéro chambr,0.0
passabl taill chambr drap chang jour wif pai,0.0
décev,0.0
décev,0.0
connu larg mieux prix pas bagag relanc recept lign téléphon récept inexist pas caf disposit femm ménag chambr lor arriv,0.0
assez médiocr l'emplac prix n'est pas loin l'arc triomph rest mégot toilet c'est chambr non-fumeur,0.0
surtout caus matel emplac matel inconfort fin,0.0
passabl emplac proch gar lyon personnel sympath accueil chaleur chambr pas insonoris entendr port voisin,0.0
pas terribl localis confort chambr proppret sall d'eau liter qualit pet déjeun,0.0
plus situat l'hotel vétust chambr prix collat bref retourn pas,0.0
hôtel idéal plac nécessit sérieux traval rénov intérieur l'emplac l'hôtel promenad anglais présenc d'un parking priv personnel accueil disponibl traval rénov indispens chambr fissur plafond port fenêtr pouv correct ferm non étanch mobili renouvel sall bain exigu ménag superficiel latt sommi lit d'enf manqu simpl scotch ramp l'escali branl nécess demand systémat badg parking l'accueil impossibil d'utilis l'ordin proced checking l'avion retour,0.0
pas mal propret eau pas chaud douch apres laiss machin ling tourn désagré siest,0.0
décev,0.0
passabl,0.0
décev,0.0
lit tre dur rien air pas mem sign indiquen qu'il avaoitun hotel letax voul repert,0.0
décev,0.0
hôtel moyen beaucoup d'amélior apport proxim commerc sanitair moyen pas propr incommod,0.0
séjour mariag cousin appart bien famill pas contact personnel mettr plus gel douch shampoing fonction nombr dur séjour,0.0
passabl,0.0
assez médiocr accueil symp arriv départ désagré hôtel plac étag chambr chambr mansard éclair poussier sall bain apparent propr plein trac port interrupteur port serviet,0.0
