nom,pays,favorite,titre,bons_points,mauvais_points,note,type_etablissement,lieu,note_etablissement
Lionel,Francia,0,Excepcional,3e fois au citizenM après celui de CDG et la Défense. L'accueil est excellent et le concept toujours aussi bien pensé.,Nothing,10,Hotel,París," 8,7 "
Philippe,Francia,0,Muy bien,"La petite particularité de l’établissement qu’il faut prendre l’ascenseur pour allez à la réception , le personnels courtois .
Avec une particularité les meubles son des reproductions à l’identique de grand non du désigner, un bon niveau de sécurité , le petit déjeuner est convenable , le petit plus dans la chambre il y a une tablette qui contrôle les lumières et la télé . 
Pour une question pratique quand vous êtes gare de lion allez au hall 1 est prendre la sortie centre gemma .","Comme le système d’ouverture de la chambre a vieillis , il bien poussé la porte d’entrée .
Quand je suis rentré dans le douche/wc , le sol craque que dans le wc et aussi le lavabo en plein milieu du couloir","8,0",Hotel,París," 8,7 "
Lionel69,Francia,0,Escapade Paris,"Comme d'habitude, c'est fonctionnel, le lobby est superbe et cosy, les chambres sont petites mais hyper bien pensée, on y dort bien, c'est bien insonorisé. Parfait !",Rien,"9,0",Hotel,París," 8,7 "
Line,Francia,0,Escale très modern-chic à l anglaise,"Tres bonne literie
Chambre très fonctionnelle
Décoration chic et moderne innovante
Deception: rooftop non ouvert",None,"9,0",Hotel,París," 8,7 "
Jonathan,Francia,0,"Hôtel spacieux, design et confortable","De vastes espaces à vivre, une décoration soignée, des chambres design, bien conçues et très silencieuses.",Les chambres sont un peu trop clinique malgré un design soigné. L’électronique omniprésent dans tous les domaines rend l’hôtel un peu froid malgré un vrai effort en terme de décoration et d’ergonomie.,"9,0",Hotel,París," 8,7 "
Laetitia,Francia,0,Excepcional,"Le personnel est très agréable et compétent ce n’
Le dising de le l’hôtel est magnifique, celui ci est très bien placé",Rien,10,Hotel,París," 8,7 "
Agnès,Francia,0,Je recommande sans modération,"Chambre hyper confortable. Lit extra. Calme, détente en plein coeur de Paris",None,10,Hotel,París," 8,7 "
Hugo,Francia,0,Muy bien,"L’emplacement est parfait, dans le centre et proche de la gare. Le personnel très chaleureux et à l’écoute et l’ambiance de l’hôtel.",La Domotique pouvait semblait être une bonne idée si elle marchait totalement,"8,0",Hotel,París," 8,7 "
Danielle,Francia,0,Un établissement incontournable,"L accueil et la disponibilité du personnel. 
Agit très rapidement si problème.",La porte de la chambre difficile à ouvrir malgré le pass. Obligé de descendre à l accuril pour signaler le problème.,"9,0",Hotel,París," 8,7 "
Alexandre,Francia,0,C'est parfait. Chambre petite mais fonctionnelle.,"Chambre fonctionnelle et connectée car on peut tout gérer par la tablette mise à disposition dans la chambre.
Regarder des films gratuitement.
L'accueil et la disponibilité du personnel de l'arrivée jusqu'au départ très tôt le matin. Continuez sur ce rythme. C'est parfait. Merci",Ne pas pouvoir couper la climatisation. Froid glacial dans la chambre à cause de la climatisation très forte même augmentée au maximum à 24°. On m'a expliqué que c'est comme ça car la chambre n'a pas de fenêtre et la climatisation joue le rôle de VMC.,"8,0",Hotel,París," 8,7 "
Richard,Francia,0,Très bon séjour,Très bon repas le soir,Rien,"8,0",Hotel,París," 8,7 "
Benjamin,Francia,0,La prochaine fois je prends plusieures nuits !,"La qualité de la literie, et le côté ""high-tech"" de la chambre. La vue et... Tout en fait",Absolument rien.,"9,0",Hotel,París," 8,7 "
Alice,Francia,0,"Pour un week-end, c'est parfait","Le choix de la chambre : sur quelle vue on souhaitait la chambre et si on la voulait plus haut en étage ou plus bas dans les étages. 
La facilité pour le check-in et le check-out 
Le confort du lit. La disponibilité de l'équipe. Le cadre. Le calme
La proximité avec la gare : en 2 min on est à la gare de Lyon",La salle de bain était un peu étroite mais tout va bien,"8,0",Hotel,París," 8,7 "
Alizée,Francia,0,Agréable mais dispositif électronique en panne,"J'ai beaucoup aimé le design et la décoration de l'hôtel.
Le personnel était très sympathique.
La douche est vraiment sublime et agréable.
Le lit est très confortable avec une jolie vue.","Tout le système électronique de la télé de ne marchait pas.
J'aurai aimé le savoir à l'avance car je n'aurai surement pas réservé dans cet hôtel.
En fait toute la communication de celui-ci est basé sur le fait que l'on peut ""Netflix & chill"" alors qu'en réalité non.
Impossible donc de caster quoi que ce soit depuis nos téléphones.
Obligés de regarder les films de leur catalogue mais celui-ci n'est pas récent et tous les films sont uniquement en anglais.
Bref, certes c'est une jolie chambre et confortable mais on ne peut que s'ennuyer à l'intérieur...","8,0",Hotel,París," 8,7 "
Arc,Francia,0,Super,"Accueil très chaleureux 
Emplacement idéal pour visiter",None,"8,0",Hotel,París," 8,7 "
Barbara,Francia,0,"Tres agréable, nous reviendrons","Le personnel adorable aux petits soins, le coin bar restaurant du 1er etage, le lit tres confortable, le choix de la chambre","Le bar sur le toit qui était fermé, le bruit très FORT des portes voisines qui s'ouvrent et se ferment.","8,0",Hotel,París," 8,7 "
Astrid,Francia,0,Agréable séjour. J y reviendrai,"Chambre connectée, proximité des moyens de transport, gare de lyon, propreté. Bémol petit déjeuner identique pour tous. Peuvent faire mieux d'autant que c est un 4 étoiles.",Le petit déjeuner n était pas en libre service et était identique pour tous. C est dommage !,"9,0",Hotel,París," 8,7 "
Hanene,Francia,0,Fantástico,Tout est bien le cadre idéal pour un couple pas loin de la gare ce qui est très bien,None,"9,0",Hotel,París," 8,7 "
Alexandre,Francia,0,Idéalement bien placé et hôtel très moderne et agréable,"La tablette qui permet de contrôler toute la chambre!
Le lit et la couette était très confortable
Douche très pratique","L'insonorisation de l'ouverture et fermeture des portes ( quand le voisin ouvre et ferme sa porte, nous pensions qu'il rentrait chez nous )",10,Hotel,París," 8,7 "
Isabelle,Francia,0,Excepcional,"L'emplacement tout près de la gare de Lyon, la tablette qui dirige tout à distance, on peut même choisir une ambiance lumineuse, le petit-déjeuner et la bagagerie.",Rien,10,Hotel,París," 8,7 "
Philippe,Francia,0,Excepcional,"L'accueil, le service, et le sourire de toute l'équipe...
Le confort et la fonctionnalité parfaite des chambres.","Un hotel trés agréable, et dont tout le fonctionnement est d'une efficacité remarquable alliant confort et service trés professionnel.
Toute l'équipe est à l'écoute du client et avec le sourire...
Sans retenue, je réserverai au CitizemM Gare de Lyon, à nouveau lors de mes déplacements parisiens.",10,Hotel,París," 8,7 "
Mks001,Guadalupe,0,Muy bien,"Hôtel avec une déco design et moderne,la chambre est petite avec un grand lit très confortable et une salle de bain avec des équipements de qualité,vous avez a disposition une tablette connecter qui permet de commander tout les options,TV,éclairage,choix de films,climatisation,etc...","Choix des films que en anglais,problème de connexion part moment avec la tablette connecter de la chambre.","8,0",Hotel,París," 8,7 "
Marlene,Francia,0,Fantástico,"Hôtel à proximité immédiate de la Gare de Lyon et du métro.
Ultra moderne et décoré avec goût. Des chambres plutôt spacieuses pour Paris et un lit king size extrêmement confortable. Un personnel professionnel et très accueillant. Un excellent rapport qualité prix.",None,"9,0",Hotel,París," 8,7 "
Valerie,Reunión,0,"excellent , je reviendrai","hôtel très bien tenu, moderne et personnel très agréable , vue de la chambre sur la tour Eiffel et la Seine , dommage que le roof top n'était pas encore ré ouvert",None,"8,0",Hotel,París," 8,7 "
Alain,Francia,0,Excepcional,None,"Très satisfait. Personnel très accueillant dans un hôtel à deux pas de la Gare de Lyon. Propreté, calme et confort de la literie au top ! A recommander.",10,Hotel,París," 8,7 "
Magalie,Francia,0,Exceptionnel,"Super hôtel, avec un design original, 
D'une propreté impeccable 
Le personnel très professionnel et très sympathique. 
Le bar est très beau avec plusieurs salons de style différents. 
Un bel endroit que je recommande vivement",RAS,10,Hotel,París," 8,7 "
Valérie,Francia,0,Confort à deux pas de la Gare de Lyon,"Chambre confortable et calme à proximité de la gare, idéale lorsqu'on doit prendre un train très tôt le matin.
Jolis salons et bar, meilleur contact du personnel avec les anglophones que les francophones.","Aucun plat adapté aux enfants (7 ans) au restaurant. Service impersonnel (avec les francophones) qui ne donne pas envie de s'attarder à table.
Cher en rapport qualité / prix pour le restaurant.
Accès à l'établissement avec des valises compliqué depuis la gare (escaliers).","8,0",Hotel,París," 8,7 "
Martine,Francia,0,Excepcional,"Le personnel était professionnel,prévenant,aimable.
La propreté était irréprochable.
Les mesures pour la COVID 19 étaient rigoureuses.",Rien.,10,Hotel,París," 8,7 "
Julien,Francia,0,Concept très modern et cosy,"La deco 
L’utilisation des nouvelles technologies 
La localisation",Le stationnement,10,Hotel,París," 8,7 "
Eric,Francia,0,"Bien, trés bien situé",Disign moderne,Petit déjeuner intercontinental vu les mesures,"8,0",Hotel,París," 8,7 "
Carole,Francia,0,Excepcional,Hotel confortable personnel très sympathique à côté de la gare de Lyon,None,10,Hotel,París," 8,7 "
Patrick,Francia,0,"Très bon accueil, et hôtel différent","La proximité de la
Gare 
La propreté 
Le design 
L’accueil","Les problèmes techniques avec les tablettes qui commande la lumière,la tv, la
Radio FM ...etc","8,0",Hotel,París," 8,7 "
Anouk,Suiza,0,Fantástico,"Très bon emplacement, personnel très agréable","Beaucoup (trop) de technologie pour un effet bof. Tout s’active par tablette, mais le store ne bouge pas, la climatisation ne peut pas être arrêtée, la température difficile à modifier....
Et est-ce bien nécessaire de mettre des écrans inutiles dans les ascenseurs?","9,2",Hotel,París," 8,7 "
Carole,Francia,0,Très bon rapport qualité/prix,"Très bon accueil et service.
Personnel très sympathique, disponible et souriant.",Ras,"8,0",Hotel,París," 8,7 "
Carlo,Suiza,0,Muy bien,petit dej simple mais complet ... la faute au Corona virus ?,None,"8,0",Hotel,París," 8,7 "
Karine,Francia,0,Muy bien,"La chambre est fonctionnelle, le déjeuner est bon et l'emplacement très pratique.","La connexion à Internet pas toujours très bonne, la mise en route de la télé qui ne fonctionne pas, et la lumière bleutée de l'écran pendant toute la nuit.","8,0",Hotel,París," 8,7 "
Nicole,Francia,1,Tres bien,"L accueil et la disponibilité du personnel
Le confort de la chambre 
L emplacement géographique",Une bouilloire électrique pour du café aurait été appréciée dans la chambre,"9,0",Hotel,París," 8,7 "
Guillaume,Francia,0,Super,"Emplacement super, petit déjeuner très complet",Rien à dire,"9,0",Hotel,París," 8,7 "
Frederic,Francia,0,Excepcional,Tout,Rien,10,Hotel,París," 8,7 "
Michael_voisins,Suiza,0,Excepcional,Extrêmement propre et qund meme chaleureux.,None,10,Hotel,París," 8,7 "
Patricia,Francia,0,"Trüs bonne situation, hôtel moderne et confortable","Hôtel bien pratique juste à côté de la gare de Lyon. Très moderne, bravo pour tout le mobilier Vitra, nous avons beaucoup apprécié:) Chambre dans les étages supérieurs avec une vue sur la Seine. La chambre en elle même spacieuse, très bien équipée, rien à redire","le petit déjeuner me parait cher pour un croissant et un bout de pain avec le beurre et la confiture. Rien de salé de proposé, il faudrait revoir ce prix.","8,0",Hotel,París," 8,7 "
Yvan,Francia,1,Muy bien,"- le confort du lit,
- le petit réfrigérateur,
- les deux petites bouteilles d’eau offertes,
- des films en replay (ainsi que des films X !),
- la standardisation des chambres qui fait que vous n’êtes pas déçu,","- le petit-déjeuner n’était pas sous forme d’un buffet comme à La Défense,
- les films uniquement en anglais (malgré la fonction changement de langue sur la tablette)","8,0",Hotel,París," 8,7 "
Catherine,Francia,0,Muy bien,Proximité de la Gare de Lyon. Hyper moderne. calme et fonctionnel.,None,"8,0",Hotel,París," 8,7 "
Georges,Francia,1,Muy bien,Grande chambre calme au 9 ème étage,Que le bar au dernier t,"8,3",Hotel,París," 8,7 "
Romi,Francia,0,"très pratique car collé à la gare de Lyon, très pratique",chambre,rien,"8,0",Hotel,París," 8,7 "
Vincent,Francia,0,Super endroit,"Super design
Super accueil
Ultra confort
Chambre ultra connectée",None,10,Hotel,París," 8,7 "
Bruno,Francia,0,Muy bien,Un grand hôtel à côté de la gare de Lyon. Le petit déjeuner est excellent. J'y vais très souvent depuis deux ans.,None,"8,0",Hotel,París," 8,7 "
Sene,Suiza,0,Excepcional,Tout,Tout dans l'ensemble,10,Hotel,París," 8,7 "
Audrey,Francia,0,Bon séjour,"Hôtel très bien situé proche de tous les axes métro et RER. Très propre (ce qui est encore plus apprécié en période Covid). Et bonne literie.
La gentillesse et la disponibilité du personnel.","Nous avons eu par contre quelques petites déconvenues : oublie de ménage dans la chambre entre les 2 nuits et application de gestion par tablette défaillante. 
Mais la gentillesse du personnel et sa disponibilité rattrape largement tout cela.
Nous y retournerons sans hésiter !","8,0",Hotel,París," 8,7 "
Myriam,Francia,0,Muy bien,None,"Lit calé contre la fenêtre 
Obligé de passé par dessus l’autre","8,0",Hotel,París," 8,7 "
Bassirou,Suiza,0,Excellent .,"La disponibilité du personnel, la situation géographique","Le fait qu'il n'aie pas de boissons chaudes ( café, thé ) dans les chambres . Je m'attendais à cela. Cela m'a 
decu. Mais dans l'ensemble, trés bon hotel. Personnel sympa et disponible","9,0",Hotel,París," 8,7 "
Sebastien,Francia,0,Très bon rapport qualité prix,Prix raisonnable du petit déjeuner et déco,Impossible d’arrêter la climatisation et pas de salle de sport,"8,0",Hotel,París," 8,7 "
Genevieve,Francia,1,Muy bien,"Propreté des lieux.
L endroit pour le petit déjeuner agréable","Le lit collé à la fenêtre.
Une impression d étouffement dans la chambre
Le petit déjeuner limité ( on a droit à un pain au chocolat et un tout petit pain., une seule tasse de thé...)","8,0",Hotel,París," 8,7 "
Beatrice,Francia,0,J'Adore Tout ....,"Tout... Confort du lit, Déco, Amabilite du personnel.",Juste la climatisation trop forte.... Il faisait un peu frais dans la chambre pourtant j'ai réduit au maximum.,"9,0",Hotel,París," 8,7 "
Thomas,Bélgica,0,Fantástico,"L’ipad présent dans la chambre, l’emplacement bien situé et l’insonorisation",None,"9,0",Hotel,París," 8,7 "
Laurent,Francia,0,Muy bien,None,Commande et problème télé,"8,0",Hotel,París," 8,7 "
Abd,Francia,0,Muy bien,"- emplacement
- style des chambres et de l'hôtel en général
- bon accueil",None,"8,0",Hotel,París," 8,7 "
Laure,Francia,0,Très bon séjour.,"Très belle accueil, la chambre est très agréable et confortable. Au calme dans un cadre moderne et relaxant. Le personnel est aux petits soins, top.",None,"9,0",Hotel,París," 8,7 "
Franck,Francia,0,Excellente expérience client,Le professionnalisme du personnel ainsi que l'organisation du protocole sanitaire.,None,"9,0",Hotel,París," 8,7 "
Couple,Francia,0,Séjour Couple,"La gentillesse du personnel (+++), la propreté, l'emplacement, le confort, la vue, la domotique, les lumières, la télé","Rien de particulier, simplement les toilettes se sont bouchés deux fois, je pense qu'il y a un léger problème de canalisation","8,0",Hotel,París," 8,7 "
Aurelie,Francia,0,IDEALMENT SITUEE A LA DESCEBTE DU TGV DE PARIS GARDE DE LYON,SPACIEUSE . EPUREE GRAND LIT,LE PETIT DEJ N EST PAS EN LIBRE SERVICE CAUSE COVID A MON AVIS,"9,0",Hotel,París," 8,7 "
Triens,Francia,0,Excepcional,Impeccable,None,10,Hotel,París," 8,7 "
Nuclette,Francia,0,Week-end en amoureux,La décoration ' la proprété ' le personnel très chaleureux ' l'emplacement de l'hôtel,La chambre était un peu petite,10,Hotel,París," 8,7 "
Brigitte,Francia,0,Tout était parfait,"Tout, chambre spacieuse, literie très confortable, excellent accueil, petit déjeuner très bon.",Rien,10,Hotel,París," 8,7 "
Mickael,Francia,0,Meilleur hotel proche de GARE DE LYON,"Le meilleur hôtel niveau qualité prix !!! 
À deux pas de la gare de Lyon !
Il y a tout ce qu'il faut niveau équipements design le personnel est à l'écoute et l'hôtel est super super super propre !! 
La chambre et tous les services disponibles ( on a le contrôle entier sur la chambre avec une tablette )",None,10,Hotel,París," 8,7 "
Benoit,Francia,0,Vraiment très plaisant et apprécié.,"La décoration est très sympa, ainsi que le cadre et l'agencement en général.",Un (très petit) souci de télécommande de TV (sur une tablette i-pad)...avec l'impossibilité d'éteindre la TV. Débranchement en dernier recours.,"9,0",Hotel,París," 8,7 "
Gregory,Francia,0,I’ll be back,"La chambre
L équipement de la chambre 
Le silence et l insonorisation 
Le design de l hôtel 
L’espace détente / lounge 
Le déjeuner inclus , correct ..
La proximité de la Gare de Lyon , la Seine .. l emplacement 
Le personnel au top 
(En face de laho pour un rooftop en fin de journée )","J ai pris un dîner sur place .
Les plats sont réchauffés et la quantité pas extraordinaire. Qualité correcte . 
Je n ai pas pu testé le rooftop (fermé)","9,0",Hotel,París," 8,7 "
Jocelyne,Francia,0,Plutôt très bien. Avec du français c'eût été encore mieux,"Tout aurait été parfait, avec un peu de français dans les chambres (tablette, ...)",l'absence totale de français,"9,0",Hotel,París," 8,7 "
Nicolas,Bélgica,0,Fantástico,La disponibilité et la gentillesse du personnel.,None,"9,0",Hotel,París," 8,7 "
Samia,Francia,0,Parfait 👌,Excellent établissement rien a dire 😊😉,None,10,Hotel,París," 8,7 "
Gauthier,Francia,0,Fantástico,"La chambre était propre, aucun bruit entendu. La douche est superbe avec les led de couleurs. La tablette qui est relié à la télé et aux lumières c’est juste génial. Le lit est super confortable.Tout est moderne même la réception ainsi que l’espace détente. Je recommande fortement",L’emplacement est légèrement éloigné de « Paris » mais aussi les prix des alcools qui est cher par exemple le Mojito a 12€. Et le Check out a 11:00. Sinon rien a dire.,"9,0",Hotel,París," 8,7 "
Joseph,Polinesia Francesa,1,Muy bien,"La diversité du Personnel, sa jeunesse et sa disponibilité.",Propreté incomplète.,"8,0",Hotel,París," 8,7 "
Alain,Francia,0,Moderne,"Hôtel confortable, à deux pas de la Gare de Lyon. Personnel à l’écoute et sympathique.",None,"8,0",Hotel,París," 8,7 "
Emmanuel,Francia,0,Super agréable,Le petit dej copieux,Rien,"8,0",Hotel,París," 8,7 "
Rodrigue,Francia,0,Fantástico,"Super chambre, l'équipement de celle ci est au dessus de l'espérance, tout est fait pour que le confort soit optimale. 
Nous avions pris une formule petit déjeuner et celle ci était excellente, complet, rapide et de qualité ! 
Le personnel est présent et serviable.","L’hôtel est particulièrement adressé a une communauté étrangère, dès l'inscription et création de la carte, tout est indiqué en anglais (aucun problème personnellement mais il faut l'assistance des équipes pour finaliser sa carte de chambre).
De même pour la tablette fournis dans la chambre (qui je dois dire est super !) Celle ci se retrouve en anglais (possibilité de changer la langue mais ça reste en bonne partie non traduis), ainsi que les films mis a disposition dont on ne peux changer la langue. 
Cela peut être une barrière a un puriste qui cherche a avoir son confort dans cette belle ville de Paris","9,0",Hotel,París," 8,7 "
Rodrigue,Francia,0,Fantástico,"Super chambre, l'équipement de celle ci est au dessus de l'espérance, tout est fait pour que le confort soit optimale. 
Nous avions pris une formule petit déjeuner et celle ci était excellente, complet, rapide et de qualité ! 
Le personnel est présent et serviable.","L’hôtel est particulièrement adressé a une communauté étrangère, dès l'inscription et création de la carte, tout est indiqué en anglais (aucun problème personnellement mais il faut l'assistance des équipes pour finaliser sa carte de chambre).
De même pour la tablette fournis dans la chambre (qui je dois dire est super !) Celle ci se retrouve en anglais (possibilité de changer la langue mais ça reste en bonne partie non traduis), ainsi que les films mis a disposition dont on ne peux changer la langue. 
Cela peut être une barrière a un puriste qui cherche a avoir son confort dans cette belle ville de Paris","9,0",Hotel,París," 8,7 "
Christine,Francia,0,Une belle découverte,"Accueil un peu déstabilisant car tout se fait en autonomie par informatique (enregistrement, paiement,...) mais le personnel est accueillant et disponible.",Tous les affichages sont en anglais.,"9,0",Hotel,París," 8,7 "
Yao,Francia,0,Muy bien,Tout,Y’a pas de chaussons et de peignoir,"8,0",Hotel,París," 8,7 "
Tom085,Francia,0,Excepcional,"La vue, l'accueil, le restaurant, l'ambiance de la chambre",None,10,Hotel,París," 8,7 "
Christophe,Francia,0,Bienveillance et connexion,J'ai apprécié le cadre très bien pensé et le personnel tout à fait prévenant.,"La chambre est petite mais ça va, c'est plutôt fonctionnel. Tous les équipements sont connectés ou presque, ça peut saouler. Enfin la porte d'entrée de la chambre était très lourde à pousser","9,0",Hotel,París," 8,7 "
Marie,Francia,0,Excepcional,"La proximité de la Gare de Lyon
La modernité et l’originalité de la chambre 
Le confort, le calme et les équipements de la chambre 
Le petit frigo avec la bouteille d’eau fraîche offerte!
La propreté et la décoration de l’établissement","Rien!
En revanche nous n’avons pas testé le bar ni la restauration et le roof top était fermé",10,Hotel,París," 8,7 "
Philippe,Francia,0,Top service,Disponibilité des équipes. Situation. Service. Facilité de check in et check out,None,"9,0",Hotel,París," 8,7 "
Yanina,Francia,0,Muy bien,Il manque une cafetière dans la chambre,None,"8,0",Hotel,París," 8,7 "
Valérie,Francia,0,Fantástico,"Moderne, propre et calme, à 2 mn à pieds de la Gare de Lyon.
A 15 mn à pieds de Bastille.
Personnel sympathique, un hôtel très pratique, et plutôt bien situé :
Soit on est à deux pas du RER ( 1 station pour Châtelet), soit on marche un peu pour atteindre les 11eme, 4eme arrondissements et découvrir Paris.",None,"9,2",Hotel,París," 8,7 "
Francine,Francia,0,Muy bien,"Le lit immense, les couleurs de la lumière dans la douche, le petit déjeuner
Hôtel luxueux, équipé high tech","Le réveil ! On avait programmé notre réveil, on pensait être réveillé en musique, mais la lumière s'est allumé en grand !!","8,0",Hotel,París," 8,7 "
Fredo971,Francia,0,Excepcional,"La propreté, le calme et le design",Depart 11 au lieu de 12h,"9,6",Hotel,París," 8,7 "
Sylvie,Francia,0,Muy bien,"la localisation à proximité de la gare de Lyon
Etablissement très moderne
Personnel très agréable et disponible",None,"8,0",Hotel,París," 8,7 "
David,Francia,0,Agréable,"Le confort du lit, la décoration de l’hôtel, son emplacement géographique, la vue.",Un peu trop tech avec une tablette difficile à maîtriser.,"8,0",Hotel,París," 8,7 "
Gérard,Francia,0,"excellente équipe à l'acceuil, une chambre lumineuse et une salle d'eau spacieuse avec un wc isolé","chambre agréable, petit déjeuner restreint suite mesures sanitaires et emplacement stratégique pour le sud de la France.",un accès à l'hôtel par le passage reliant la gare de Lyon à l'hôtel,"9,0",Hotel,París," 8,7 "
Blaise,Francia,1,Muy bien,l'accueil était parfait avec des explications sur les nouvelles règles de circulation dans l'hotel. La chambre est toujours confortable. Les gels douche disponibles sont très agréables. Bon choix de films avec plusieurs nouveautés.,les règles de l'hotel suite à l'application des directives COVID ne permettent plus d'aller comme auparavant au buffet et il y a des limitations sur les petits déjeuners. pas top. Le distributeur de gel douche ne fonctionnait pas correctement. Les films que je souhaitais regarder ne sont disponibles qu'en anglais.,"8,0",Hotel,París," 8,7 "
Angelia,Francia,0,Très bon séjour,"Proche de la gare, pas de bruit venant de l'extérieur, belle chambre avec un lit plus que confortable.
Personnel très agréable et à l'écoute.
Pas de point négatif à dire sur mon séjour dans cet hôtel.",None,10,Hotel,París," 8,7 "
Cécile,Francia,0,"Très bel hôtel, super déco !",Pratique car juste à côté de la Gare de Lyon !,"Très peu de choix pour le petit déjeuner, et rupture de stock de fruits, mais globalement tout était parfait...",10,Hotel,París," 8,7 "
Jeremy,Francia,0,Muy bien,La chambre toute équipée et connecter. La douche ultra spacieuse,Le petit déjeuner pas assez copieux à cause des restrictions,"8,0",Hotel,París," 8,7 "
Thierry,Bélgica,0,très bien dans l'ensemble,"accueil, propreté, vue sur gare, lit confortable, prix abordable","trop peu d'intimité entre les wc et la chambre, petit déjeûner manque fromage et charcuteries et trop limité en quantité","8,0",Hotel,París," 8,7 "
Olivier_38090,Francia,0,Excepcional,"Situation, déco...",Chambre un peu fraîche... impossible d'arrêter la clim.,"9,6",Hotel,París," 8,7 "
Olivier_38090,Francia,0,Excepcional,"Situation, déco...",Chambre un peu fraîche... impossible d'arrêter la clim.,"9,6",Hotel,París," 8,7 "
V,Francia,0,Excepcional,"L’accueil, la propreté, les équipements",None,10,Hotel,París," 8,7 "
Antoine,Francia,0,"Bien, different!",L'ambiance un peu psychédélique. Le tout contrôle par tablette est marrant mais ça reste un gadget. Le matelas est très confortable.,"L'agencement du sanitaire est peu pratique avec le lavabo d'un côté et au milieu de la chambre et la douche et toilette de l'autre. Malheureusement je ai pas pu apprécier le bar de l'hôtel, covid oblige.","8,0",Hotel,París," 8,7 "
Super_chiot,Francia,0,Muy bien,None,"Films uniquement en anglais, impossibilité de changer la langue sur ta tablette (la touche correspondante sur la tablette ne donnait aucun résultat, quel que soit le film).","8,0",Hotel,París," 8,7 "
Francois,Alemania,0,Idéal pour reprendre de l'énergie en escale à Paris.,Excellent vin par contre. Patio pour fumeurs au calme. Equipe adorable.,Les plats précuisinés trop chers pour ce que s'est.18 euros pour une conserve amélioré j'ose dire.,"8,0",Hotel,París," 8,7 "
Eric,Francia,0,hôtel moderne et branché,"Ambiance jeune et branchée, agréable (même s'il y a forcément un côté marketing) et conviviale - le personnel est à l'écoute des demandes et s'est très disponible - très bien placé à proximité de la gare de Lyon et de la Seine","Chambre assez belle mais la maîtrise de l'éclairage d'ambiance à la télécommande n'est pas totalement intuitif - dans un hôtel 4*, il aurait été sympa d'avoir à disposition un plateau d'accueil (avec bouilloire, thés, etc.), surtout quand le bar est fermé à cause du covid","8,0",Hotel,París," 8,7 "
Jgrz,Francia,0,Fantástico,Le personnel véritablement avec un sens du service au client,Tv commandée par tablette Apple... ne s'éteignant pas de toute la nuit... mais j'imagine qu'il s'agit d'une anomalie,"9,0",Hotel,París," 8,7 "
Cassandra,Francia,0,Excellent,Le design et la technologie de la chambre. L'ambiance et ainsi que l'agencement. Et le calme également !,Rien à reprocher,"9,0",Hotel,París," 8,7 "
Ana,Francia,0,Excepcional,"Nous avons apprécié la chambre ultra connectée, confortable et bien agencée malgré la petite surface 
Pour un court séjour à Paris c’est l’hôtel parfait!",None,10,Hotel,París," 8,7 "
Marion,Francia,0,Excepcional,"La proximité de la gare
Le standing
La propreté de la chambre
Le lit contre la fenêtre 
L'accueil à la réception malgré le check in informatisé",None,10,Hotel,París," 8,7 "
Alexandra,Francia,0,Le bon goût connecté !,"Le concept résolument moderne du CitizenM. Design, luxe et modernité. Attentif au bien-être des voyageurs. Sans fausse note.",None,10,Hotel,París," 8,7 "
Corinne,Francia,0,Excellent mais trop court!,"L’accueil, le design, la situation géographique, le confort.",RAS,10,Hotel,París," 8,7 "
Bruno,Francia,0,Je recommande cet hotel à proximité de la gare de Lyon lors des arrivée tardives,design des chambre et concept hotelier,None,"8,0",Hotel,París," 8,7 "
Claude,Francia,0,Excepcional,Proximité Gare de Lyon,None,10,Hotel,París," 8,7 "
Nicolas,Francia,0,Muy bien,"Le contrôle de la chambre
L'intuitivite de l'appli","Concept très particulier mais apprécié
Chambres exiguës","8,0",Hotel,París," 8,7 "
Pitsch,Luxemburgo,0,Top,"Hotel très soigné et original dans sa décoration recherchée et moderne. Tout en restant à bon prix.
A recommander",None,10,Hotel,París," 8,7 "
Le,Francia,0,Muy bien,le personnel,None,"8,0",Hotel,París," 8,7 "
Dia,Francia,0,Fantástico,Personnel très sympathique. Espace très agréable au rez de chaussée pour travailler ou se détendre. Espace fumeur ouvert dans le restaurant.,Pas de bouilloire dans la chambre.,"9,0",Hotel,París," 8,7 "
Martine,Francia,0,Excepcional,Très bon croissant,Rien,10,Hotel,París," 8,7 "
Anne,Francia,0,Tres agréable,"Accueil chaleureux 
Attention du personnel",Le Covid change la donne,"9,0",Hotel,París," 8,7 "
Khalil,Francia,0,Au top 😃,"Très propre, spacieux, très original",Rien tout était nickel,"9,6",Hotel,París," 8,7 "
Anthony,Francia,0,"Court Séjour en plein confinement, merci CitizenM","Je tiens d'abord à remercier à l'ensemble du personnel de l'établissement d'avoir été présente car c'était durant la période de confinement (covid-19).
J'ai bénéficié d'un check-out tardif pour ne pas passer l'apres-midi dehors..
Une chambre magnifique, Design exceptionnel (commande de la chambre via un iPad),
Le repas du soir et du midi sont de très bonne qualité,
Petit déjeuné complet et copieux, 
A recommander surtout situé devant la Gare du Lyon.","Oublie de ma commande pour diner, mais çela à été dédommagé","9,0",Hotel,París," 8,7 "
Hr,Francia,0,HR,La domotique et la propreté!,A l’arrivé j’avais du mal pour rentrée. J’ai attendu qu’une autre personne rentre pour que je sache comment faire...,10,Hotel,París," 8,7 "
