nom,pays,favorite,titre,bons_points,mauvais_points,note,type_etablissement,lieu,note_etablissement
Karen,Francia,0,Bien,Le calme,Les contraintes liées au sens de circulation dans l’établissement 😌,"7,0",Hotel,París," 8,6 "
Sébastien,Francia,0,Bien,"Les piscines, le spa et le style art déco de l’hôtel, qui a été restauré avec beaucoup de goût, et qui lui donne énormément de cachet.","Service trop lent au restaurant et au bar, on a abandonné le petit déjeuner ou le verre sur le rooftop du coup. 
Des petits détails au niveau des finitions dans la chambre (une lampe de lit HS, une barre mal fixée dans la baignoire...) c’est dommage parce que le cadre est réellement exceptionnel, mais au vu du prix des chambres on attend que tout soit parfait.","7,0",Hotel,París," 8,6 "
Federica,Francia,0,Pas de tout un 5 étoiles,"Jolie structure, service pénible",None,"5,0",Hotel,París," 8,6 "
Amélie,Francia,0,Agradable,None,"Mesures COVID pas claires et contradictoires notamment sur l’accès à la piscine et au transat
Petit déjeuner décevant tout comme la nourriture proposée sur le rooftop, au vu du prix de la nuit cela n’était pas à la hauteur attendue","6,0",Hotel,París," 8,6 "
Florent,Francia,0,Bien,"Le décor
L’histoire du lieu 
Les deux piscines
Le confort et la situation des chambres.
Le rooftop",L’attention aux clients non digne de ce standing,"7,0",Hotel,París," 8,6 "
Nelly,Francia,0,Bien,"La piscine gigantesque en plein paris
Un pur bonheur","L'attente un peu longue à notre arrivée sur Rooftop malgré notre réservation. Personne ne s'occupait de nous
 décevant pour un 5 étoiles
Et notre table du petit-déjeuner pas très propre...","7,1",Hotel,París," 8,6 "
Liza,Francia,0,Bien,Piscines,Le petit déjeuner erreur dans la préparation,"7,0",Hotel,París," 8,6 "
Romain,Francia,0,Bien,None,"Service absolument pas au niveau d'un 5 étoiles, ni même d'un 4. 
Le caractère exceptionnel des piscines est l'atout central de l'hôtel, tout le reste n'est tout simplement pas à la hauteur, de l'accueil, du service en général à la nourriture et aux ""petits"" détails (clim bruyante dans les chambres, pas de lampes pour lecture au lit, longue attente pour être servi au petit-déj avec amateurisme incroyable du staff - certes souriant).","7,0",Hotel,París," 8,6 "
Johanan,Francia,0,Muy mal,None,"Lorsque l’on paye 310€ pour une nuit dans un hôtel 5 étoiles, on ne s’attend pas à ne pas pouvoir dormir jusqu’à 3h du matin. Le personnel du roof top au dessus des chambres a laissé la musique jusqu’à 3h du matin, des clients du roof top qu’on laisse sauter et hurler comme des enfants jusqu’à 3 h du matin!
Je prévient à 1h30 l’accueil de l’hôtel qui s’excuse mais ce n’est qu’à 3 h que ça s’arrête.
J’estime qu’il n’est pas normal dans ces conditions de payer plus de la moitié du prix de la nuit mais à l’accueil on m’explique avec le sourire qu’on ne peut rien faire... Inadmissible!
Chambre qui donne sur la rue avec fenêtre mal insonorisée, on entendait les voitures passer dans la rue la nuit. 
Par ailleurs la piscine extérieur qui était chauffée au paravant a 28 degré était cette fois-ci, froide.","2,0",Hotel,París," 8,6 "
Laetitia,Francia,0,top!,"l'emplacement, le cadre, le room service",le service en salle j'ai dû attendre 2à min pour être servie d'un thé et d'une pâtisserie et le thé n'était pas celui que j'avais commandé,"7,0",Hotel,París," 8,6 "
Sophie,Francia,0,Endroit magnifique et piscines très agréables. A tester.,"Nous avons apprécié les piscines d'été et d'hiver avec serviettes et transat à disposition, la propreté du hamman et du spa en général et le petit déjeuner copieux et varié . Très bel établissement, savant mélange de style, urbain, moderne, graffiti. La chambre est très agréable, belle décoration, sobre et efficace. Les produits Clarins ajoutent une touche de douceur parfumée.",Nous n'avons pas apprécié de ne pas pouvoir aller au petit déjeuner en peignoir pour pouvoir aller nager ensuite sans avoir à repasser par la chambre et pour éviter l'attente aux ascenseurs. Il est indiqué un lit queen size mais je ne sais pas si deux lits jumeaux à l'italienne répond à ce critère. Très déçus par le restaurant malgré nos nombreuses demandes pour baisser le son de la DJ qui ne s'impose pas dans un tel lieu. Heureusement la serveuse était très agréable et a permis d'adoucir un peu l'agression de cette musique trop forte. Nous nous attendions un moment serein dans un endroit feutré. Nous ne reviendrons pas au restaurant.,"7,0",Hotel,París," 8,6 "
Jean-françois,Francia,0,Hôtel pas digne d’un 5 étoiles,Le matelas,"Personnel peu qualifié, petit dej froid en chambre 
Comment cet hôtel peut prétendre être un 5 étoiles ??","2,0",Hotel,París," 8,6 "
Christian,Suiza,0,Mieux a faire,"Le cadre
La piscine
L histoire et la deco","La chambre reservee n etait pas la bonne 2 lits a la place de 3
On a attendu les bagages
La douche fuyait","6,2",Hotel,París," 8,6 "
Karine,Francia,0,Un beau séjour dans cet hôtel magnifique,"Piscine fabuleuse 
Bel hôtel","Un lit pliant en chambre triple 
Confort moyen de la salle du petit déjeuner ( table haute avec peu de place)","7,1",Hotel,París," 8,6 "
Vanessa,Francia,0,"Tres joli équipement, lieu agréable, expérience client très perfectible",Le rooftop. La vue sur la piscine.,"Beaucoup trop de contraintes mises en avant qu'elles que soient les activités et ce, au détriment du confort du client. Beaucoup de process mais un personnel qui ne communique pas les uns avec les autres. De ce fait, le client se fait rappeler les horaires et moments de fermetures (piscines, rooftop etc...) mais patientent sans être servi très longtemps, attend un café qui ne viendra jamais. Cela manque d'une supervision plus transversale. Chaque collaborateur semble assigné à une tâche spécifique mais il manque une cohésion d'ensemble. Cela donne l'impression d'une désorganisation et que le client n'est pas au cœur de l'organisation.","4,6",Hotel,París," 8,6 "
Julien,Francia,0,Decepcionante,La piscine,Tout le reste,"4,2",Hotel,París," 8,6 "
Thomas,Francia,0,Bien,Piscine,Petit déjeuner,"7,1",Hotel,París," 8,6 "
Jacques,Francia,0,Ok,La piscine,None,"5,8",Hotel,París," 8,6 "
Jawad,Francia,0,"déçu par le rapport qualité/prix, notamment restauration et manque de petite attention client",piscine,"Restaurant très moyen et cher
pas de service en chambre pour couchage
pas d’accueil particulier","5,0",Hotel,París," 8,6 "
Catherine,Francia,0,Agradable,"La taille de la piscine
Les 2 piscines","Le côté surfait de l’établissement l’organisation compliquée des lieux de restauration (il fallait sortir de l’hôtel pour rejoindre la salle du petit déjeuner 
Le petit déjeuner servi jusqu’à 10 h
Servi quand même mais après négociation...
Salle plutôt sinistre.petit déjeuner servi dans un passage étroit dans les coursives autour de la piscine
 Chambre de luxe dont le balcon donne sur la rue...
Le prix excessif par rapport au lieu","6,7",Hotel,París," 8,6 "
Emmanuel,Francia,0,Agradable,"Les équipements, la propreté: bravo au service de ménage","L’accueil et le service (hors ménage) est déplorable. Pour un tel standing voulu, loin des standards des hôtels de luxe. Principe de subsidiairité à travailler, accompagnement des managers qui semble inexistant face à du personnel livré à eux-mêmes que cela soit au Check-In, Check-Out, restaurant, roof top, bar...vraiment catastrophique !","6,7",Hotel,París," 8,6 "
Anne,Francia,0,Decepcionante,Le matelas,"Le service, la propreté, l’inconfort hors chambre","4,2",Hotel,París," 8,6 "
Guillaume,Israel,0,Ok,Piscine et climatisation,"Pas de service autour de la piscine 
Hôtel trop compliqué pas ses accès et couloirs 
Il faut quand même sortir de l hôtel et marcher sur le trottoir pour aller de la piscine au lobby!
Ou alors prendre des ascenseurs que l on attend 10 minutes","5,8",Hotel,París," 8,6 "
Laurence,Francia,0,Moyen pour un prix exorbitant de 16 h à midi,None,Trop de monde et surtout de bruit...impossible de dîner au restaurant ou dej au rooftop,"6,7",Hotel,París," 8,6 "
Denis,Isla Mauricio,0,Hotel pas aux normes internationales en matière d'accueil,"Personnel insuffisant en nombre et en professionnalisme
Les processus de Check in et out sont i dignes d'un hôtel international
À titre d'exemple ma carte de crédit à été débité à àvant même d'avoir quitté l'hôtel
Et pourtant beaucoup de temps passe dans une file d'attente pour avoir le bill de Check out",None,"4,6",Hotel,París," 8,6 "
Stephanie,Francia,0,Très sympa mais quelques détails à améliorer,"Cadre sublime, le lieu est chargé d'histoire et parfaitement mis en valeur
Le personnel est charmant.
Enfin, le dîner à la brasserie était délicieux et les desserts aussi beaux que bon.","Personnel charmant mais néanmoins un peu inexpérimenté : au bar du Rooftop, je commande 1 virgin mojito et reçoit 1 mojito. A la brasserie, nous demandons des pommes grenailles qui nous sont servies après que nous ayons fini nos plats.
Des petits détails qui doivent être travaillés au regard de la catégorie d'hôtel et du prix de la chambre : les plateaux du room service qui traînent dans le couloir, 1 lit d'appoint qui encombre la chambre alors que nous ne sommes que 2, 1 check in trop long...","6,7",Hotel,París," 8,6 "
Elodie,Francia,0,Agradable,None,"Nous avons été déçu du personnel.
Le personnel pas assez compétent, nous avons été servi par des stagiaires.......","6,2",Hotel,París," 8,6 "
Yasmine,Suiza,0,Decepcionante,None,"Emplacement et piscine froide , chambre petite","4,2",Hotel,París," 8,6 "
Eric-salernes,Francia,0,Hôtel ok si formation sur place.,"Hôtel atypique, bien décoré. Imaginatif. Chambre confortable, bonne literie, belle tv, bons produits et abondance de serviettes.","Trouver une serviette sale en arrivant...
Le resto ""bistro urbain"" : le burger chez McDo est bien meilleur. Bœuf demandé saignant arrivé trop cuit et franchement viande de qualité médiocre. Pas à la hauteur de ce que ça prétend représenter... 
Serveuse impeccable cependant.","6,7",Hotel,París," 8,6 "
Lea,Francia,0,Aceptable,Le restaurant et l’équipe,"La chambre était vraiment très sale .
Nous avons envoyé les photos à la direction","5,4",Hotel,París," 8,6 "
Isabelle,Luxemburgo,1,Un peu décevant,"Personnel très agréable et souriant. 
Un très beau cadre et décoration originale. Installations notamment piscines, superbes.","Mauvaise insonorisation des chambres (bruits extérieurs, aucune insonorisation entre chambre et salle de bain).
Quelques petites deceptions lors de ce séjour dans un hotel dit 5 étoiles.","7,1",Hotel,París," 8,6 "
Christophe,Francia,0,Deception,None,"En we a paris nous avons passe 2 nuits dans cet etablisement.souhaitant boire un verre sur la terrasse face au bassin, nous nous sommes fait expulser de la terrasse de l hotel qui etait privatisee par une societe ayant privatise le lieu. Reserver dans un 5 etoiles et ne pas acceder a la seule terrasse c est quand meme tres tres moyen. En clair on paye pour un etablissement auquel nous ne pourrons pas acceder a la seule terrasse. Idem pour la salle de sport, bondee car ouverte a la clientele exterieure. Bref tres bel hotel mais dont nous n avons pas pu profiter pour ces 2 raisons. Dommage, nous ne reviendrons pas.","5,8",Hotel,París," 8,6 "
Agnes,Francia,0,Se sentir dans un cocon et oublier Paris,La literie et même le lit d’appoint sont très confortables,"Pour un hôtel de cet envergure et une chambre à 500€ des détails sont choquants : l’entourage du mécanisme de chasse d’eau très abîmé et non repeint, tout comme le dévidoir à papier toilette (qui est du bas de gamme). Le room service n’avait pas le Croque Molitor ni le club sandwich et la soupe bien que délicieuse était à peine tiède, les frites dures. Les piscines par contre sont toujours aussi délicieuses et on se sent comme dans une bulle en dehors de Paris","6,7",Hotel,París," 8,6 "
Veronique,Suiza,0,Mauvais rapport qualité prix. Accueil parfait sauf au petit dejeuner,"Le lit tres confortable, le personnel tb",Pas de baignoire prevue pour une chambre à 300€ la nuit ; pas d acces à la piscine interieure privatisee ce we là. Petit dejeuner mauvais. Accueil petit dejeuner desagreable car nous sommes arrives à 9:50 et que le petit dejeuner ferme à 10:00. On nous avait dit 10:30.,"7,1",Hotel,París," 8,6 "
Mathieu,Francia,0,Agradable,None,etre placé dans une chambre handicape alors que l'hotel etait vide...wc ouvert...aucune intimite...,"6,2",Hotel,París," 8,6 "
Sophie,Francia,0,Bien,"La décoration générale
La rénovation exceptionnelle du site
Le lieu dans son ensemble","La qualité du linge de bain
L'attente de 30 minutes pour avoir une table au petit déjeuner
L'insonorisation de la chambre double...","7,1",Hotel,París," 8,6 "
Anthony888,Francia,0,"Hotel trop loin du centre, et pas un 5 etoile",Rien,"Pas de peignoir, minibar vide etc etc un hôtel 3/4 etoile max","4,2",Hotel,París," 8,6 "
Julie,Francia,0,Agradable,"Le lit était parfait, la piscine magnifique 
Dommage qu’il n’y ait pas assez de transats pour tout le monde","Le personnel est à revoir, manque de maturité et d’attention 
Notre chambre n’était pas prête à l’arrivée","6,2",Hotel,París," 8,6 "
Didier,Francia,0,Bien mais peu beaucoup mieux faire,Le lieu mythique et l'équipe du room service,"Une terrasse de 80m carré attenante à la chambre sans aucune lumière extérieure.
Personnel du rooftop désagréable et pas du tout à la hauteur...
Rien à voir avec le vrai standing d'un 5 étoiles","7,1",Hotel,París," 8,6 "
Joel,Estados Unidos,0,Aceptable,None,Le restaurant sur le toit une vraie catastrophe autant dans la qualité des plats... que pour le service exécrable ... à éviter à tout prix...,"5,4",Hotel,París," 8,6 "
Frederic,Francia,0,Agradable,Piscine ecxeptionnelle,pas les standards d'un 5 etoîle.,"6,7",Hotel,París," 8,6 "
Sarra,Francia,0,Une belle escapade au coeur de Paris,"Bel hôtel, belle piscine, personnel très accueillants , dépaysant..","Nous avons attendu plus d'une demi heure avant d'accéder à notre chambre 16h45 au lieu de 15h . On nous a offert 2 cocktail pour se faire pardonner.. 
Il faut penser à réserver une table si on souhaite dîner au rooftop.","7,1",Hotel,París," 8,6 "
Laurent,Francia,0,Très sale mais belle piscine,Piscine et restaurant,"Chambre très sale 
Literie troué et inconfortable","4,5",Hotel,París," 8,6 "
Marc,Francia,0,Baisse de qualité depuis notre dernière visite,"Piscine
Chambre","Communication des serveurs trop laisser aller.
Pas de possibilité de commander un club sandwich au resto l'après midi alors que le snack, situé à 2 mètres les propose. 
- Daccord, on se rabat sur les bagels du restaurant
- on a pas été livré en bagel
- ok, dans ce cas, regardez svp pour les clubs sandwich
- je regarde... ... cela sera possible, mais vous aurez demi portion de club sandwich, au prix normal...","6,7",Hotel,París," 8,6 "
Maglobalcom,Francia,0,"Un séjour de très grande qualité, il manque 2/3 choses pour que ce soit parfait!","Décoration de très bon goût avec des pièces fortes et emblématiques des époques urbaines et arts décoratifs
Check –in très bien. Chambre avec de jolies proportions et très propre.
Très bonne literie (bien que pieds du lits qui grincent quand on s'assoit...)
Douche très bien à l'italienne, en revanche un peu plus de pression ne ferait pas de mal…
Climatisation bien et peu bruyante.
Offre de boissons chaudes et froides correctes à l'intérieur de la chambre.
Room service parfait : peu de temps d’attente et livré avec le sourire, nous avons beaucoup apprécié!
Nous avons également apprécié que l’établissement nous offre des boissons mais ces dernières n’étaient pas fraîches et par temps de canicule, c'est dommage,
En revanche très grand et bon choix pour le petit déjeuner : les propositions sucrées autant que salées étaient de très grande qualité et la possibilité de demander autre chose en cuisine était parfaite également.
Le personnel s’est montré aimable et souriant tout au long du séjour jusqu’au check-out.","On regrettera la sur-représentation de l’univers urbain sur la décoration art déco dans l’hôtel, c’est un peu dommage.
Soucis au niveau de l’éclairage car peu de possibilité de réglages (Lumières très fortes ou pénombre…).
Au niveau de la salle de bain, l’agencement du robinet du lavabo n’est pas très pratique (fortes éclaboussures).
Offre multimédia, tv, films à revoir car peu de choix.
Le petit coin salon mériterait d’avoir deux chaises plutôt qu’un siège et un pouf...
L’assortiment de thé mériterait d’être étoffé avec quelques snacks surtout quand on remonte de la piscine et que l’heure du dîner est encore loin….Les snacks étaient d'ailleurs quelque peu légers (micro-cookies), nous aurions apprécié une corbeille de fruits à la place.
Le service au petit déjeuner était quelque peu brouillon : on nous a placé sur une table située au milieu du chemin donc pas pratique : ni pour le personnel, ni pour nous...
Il a fallu que nous demandions des couverts et notamment des petites cuillères alors que normalement elles auraient dû se trouver sur la table pour plus de praticité pour le client. Idem pour les condiments (sel, poivre, sucre) nous avons dû les demander...
Il aurait également été judicieux de prévoir des mini bols pour que les clients puissent se servir facilement en confitures et autres car se servir à la grande cuillère et à même l’assiette n’est pas des plus pratiques, en conséquence nous n’avons pas pu nous servir ce qui est dommage. Pour un établissement de ce standing et qui vise potentiellement l'appellation ""Palace"" le service du petit déjeuner est à revoir...","7,1",Hotel,París," 8,6 "
Anónimo,Suiza,0,Un excellent séjour,"Les deux piscines, les produits Clarins en chambre, la qualité des prestations, le quartier.","Rien, tout était parfait.","8,0",Hotel,París," 8,6 "
Anónimo,Francia,0,Bien,"Le lieu est magnifique, très belle réhabilitation.",Le hamam et sauna non mixte ☹️,"7,9",Hotel,París," 8,6 "
Anónimo,Francia,0,Fabuloso,Son originalité et son standing,Bon rapport qualité / prix.,"8,8",Hotel,París," 8,6 "
Anónimo,Francia,0,Un vrai palace abordable,C’est un établissement exceptionnel !,Tout est parfait jusqu’au petit déjeuner qui a un très grand choix,10,Hotel,París," 8,6 "
Anónimo,Francia,0,Bien,"- La piscine et l’histoire du lieu.
- L’impression agréable d’être à l’intérieur de l’enceinte de l’établissement, coupé de Paris, de la chaleur et de la pollution. 
- Le rooftop.
- Le surclassement dans une chambre deluxe.
- Les baby foot en libre service.","- L’établissement ne mérite pas la qualification d’un 5 étoiles. Le personnel fait son possible pour satisfaire les clients mais on sent bien que personne ici n’a fait l’école hôtelière. Absence totale d’un manager qui supervise le tout. Le service n’est donc pas digne d’un 5 étoiles mais c’est souvent malheureusement le cas dans les 5 étoiles du Groupe Accor (même problème rencontré début Août au Mc Gallery de Livourne).
- Nous avons du faire des pieds et des mains pour obtenir une table pour dîner à l’intérieur de l’établissement car tout était réservé ! Dommage quand on vient au Molitor pour une parenthèse où l’on souhaite se détendre et oublier Paris. 
- L’impossibilité de profiter du lieu au-delà de 12h, heure du check-out. Le prix du late check-out, demandé à titre indicatif, est tout simplement du vol (50% du prix de la nuit suivante = 165 euros pour pouvoir rester de 12h à 15h ou 100% de la nuit suivante pour rester jusqu’à 17h).
- Le petit déjeuner non compris pour un tarif de chambre déjà très élevé au vu de la prestation (370 euros).
- La très mauvais rapport qualité prix de la brasserie et du petit déjeuner en chambre (très chiche).","7,5",Hotel,París," 8,6 "
Anónimo,Francia,0,Bien,"Le silence ! L’insonorisation des chambres est très bien. Le personnel très cordial, à l’écoute des clients . La piscine parfaite.",Aucun commentaire,"7,5",Hotel,París," 8,6 "
Anónimo,Francia,0,Excepcional,"Très beau design piscines magnifiques 
Chambre spacieuse 
Très belle deco 
Restaurant très bon",Rien,"9,6",Hotel,París," 8,6 "
Anónimo,Francia,0,Fantástico,moment magique,None,"9,2",Hotel,París," 8,6 "
Anónimo,Francia,0,Fantástico,"Tres beau cadre, esprit décontracté (musique du restaurant, street art), un personnel charmant et une excellente table (félicitations au nouveau Chef, quel régal !)",None,"9,2",Hotel,París," 8,6 "
Anónimo,Bélgica,0,on a envie d'y revenir,"endroit mythique car belle histoire et rénovation magnifiquement moderne tout en tenant compte du passé.
professionnalisme.","délai d'attente pour la prise de commande au petit déjeuner, ce qui est ennuyant lorsque l'on travaille...
café tiède","9,2",Hotel,París," 8,6 "
Anónimo,Francia,0,Muy bien,"Ce n’est pas ma première fois et la rencontre avec le Molitor est toujours aussi magique ... l’endroit est fantastique, les chambres et le petit déjeuner au top ...","Par pitié, n’oubliez pas que vous êtes un cinq étoiles, certes moderne, jeune et dans le mouv mais un cinq étoiles quand même ... et là, le personnel, adorable et voulant bien faire, ne suit pas ... aucun professionnalisme : le spa qui réponds jamais au téléphone, le café demandé trois fois au petit dej, la dame chargée du ménage assise dans la coursive sur un rebord de fenêtre en train de regarder une vidéo sur son bigo ...","8,3",Hotel,París," 8,6 "
Anónimo,Francia,0,Fantástico,"Le service, la chambre, la gentillesse du personnel.",Les oreillers sont de mauvaise qualité.,"9,2",Hotel,París," 8,6 "
Anónimo,Francia,0,top!,tout,ce qui pourrait être amélioré: l'attente à l'accueil pour le checkout,"9,2",Hotel,París," 8,6 "
Anónimo,Francia,0,Excepcional,La piscine splendide et le confort des chambres,None,"9,6",Hotel,París," 8,6 "
Anónimo,Francia,0,Très bon séjour,"Équipements sportifs , spa, piscine",Propreté dans chambre a améliorer,"8,0",Hotel,París," 8,6 "
Anónimo,Francia,0,Mauvaise organisation du personnel du rooftop,"Top établissement !
Piscine de Rêve...","Constats sur le Rooftop :
MIDI 
• non respect des distanciations entre les tables 
SOIR
• refus trouver une table le soir alors que ce n’était pas complet 
• faible accueil pour prendre un verre à 22h30
• tables non débarrassées pendant plus d’1h
• aucun service 
• pas de prise de commande en terrasse 
• nécessite d’aller commander au bar
Le personnel de l’hôtel est sympathique 
L’encadrement n’est pas à la hauteur 
DOMMAGE !","1,0",Hotel,París," 8,6 "
Anónimo,Francia,0,Je ne recommande pas à ce prix,"pour un 4* peut beaucoup mieux faire : le service en chambre n'est pas terrible (erreur dans la commande et attente très longue), pas de produits de beauté à disposition, ...",None,"5,0",Hotel,París," 8,6 "
Anónimo,Francia,0,Agradable,None,Service pas à la hauteur!,"6,7",Hotel,París," 8,6 "
Anónimo,Francia,0,Muy mal,Rien,Le personnel,"2,5",Hotel,París," 8,6 "
Anónimo,Francia,0,Ok,"Cet hôtel est une perle dans Paris. Cependant nous avons pu observer que la qualité des équipements et de l’entretien de l’hotel Ont décliné ces derniers moi, et le personnel, bien que à l’écoute de nos remarques ne prends pas les mesures adaptées pour résoudre les problèmes.",La qualité des équipements qui baisse.,"5,8",Hotel,París," 8,6 "
Carine,Francia,0,Muy bien,None,None,"8,0",Hotel,París," 8,6 "
Rebecca,Francia,0,Fantástico,None,None,"9,0",Hotel,París," 8,6 "
Christelle,Francia,0,Fantástico,None,None,"9,0",Hotel,París," 8,6 "
Sarah,Marruecos,0,Excepcional,None,None,10,Hotel,París," 8,6 "
Alone,Francia,0,Muy bien,None,None,"8,0",Hotel,París," 8,6 "
Maria,Francia,0,Fantástico,None,None,"9,0",Hotel,París," 8,6 "
Georges,Francia,0,Muy bien,None,None,"8,0",Hotel,París," 8,6 "
Jean,Bélgica,0,Excepcional,None,None,10,Hotel,París," 8,6 "
Christophe,Francia,0,Muy bien,None,None,"8,0",Hotel,París," 8,6 "
Rahyan,Francia,0,Fantástico,None,None,"9,0",Hotel,París," 8,6 "
Alex,Francia,0,Excepcional,None,None,10,Hotel,París," 8,6 "
Aurélie,Francia,0,Fantástico,None,None,"9,0",Hotel,París," 8,6 "
X,Francia,0,Muy bien,None,None,"8,0",Hotel,París," 8,6 "
Eleonore,Francia,0,Fantástico,None,None,"9,0",Hotel,París," 8,6 "
Mélodie,Francia,0,Excepcional,None,None,10,Hotel,París," 8,6 "
Michael,Bélgica,0,Réservation reportée,None,None,"9,0",Hotel,París," 8,6 "
Pierre,Suiza,0,Fantástico,None,None,"9,0",Hotel,París," 8,6 "
Pierre,Suiza,0,Fantástico,None,None,"9,0",Hotel,París," 8,6 "
Thomas,Francia,0,Excepcional,None,None,10,Hotel,París," 8,6 "
Corinne,Francia,0,Fantástico,None,None,"9,2",Hotel,París," 8,6 "
Araine,Francia,0,Excepcional,None,None,10,Hotel,París," 8,6 "
Gilles,Francia,0,Fantástico,None,None,"9,0",Hotel,París," 8,6 "
Laura,Francia,0,Fabuloso,None,None,"8,8",Hotel,París," 8,6 "
Youcef,Argelia,0,Fantástico,None,None,"9,0",Hotel,París," 8,6 "
Cyril,Francia,0,Excepcional,None,None,10,Hotel,París," 8,6 "
Hendrick,Bélgica,0,Muy bien,None,None,"8,0",Hotel,París," 8,6 "
Julien,Francia,0,Bien,None,None,"7,9",Hotel,París," 8,6 "
Baptiste,Francia,0,Excepcional,None,None,10,Hotel,París," 8,6 "
Ntina,Francia,0,Muy bien,None,None,"8,3",Hotel,París," 8,6 "
Christophe,Francia,0,Excepcional,None,None,"9,6",Hotel,París," 8,6 "
Pascal,Francia,0,Excepcional,None,None,10,Hotel,París," 8,6 "
Samir,Francia,0,Fantástico,None,None,"9,2",Hotel,París," 8,6 "
Philippe,Francia,0,Fabuloso,None,None,"8,8",Hotel,París," 8,6 "
Nicolas,Francia,0,Fabuloso,None,None,"8,8",Hotel,París," 8,6 "
Juliette,Francia,0,Excepcional,None,None,"9,6",Hotel,París," 8,6 "
Nathalie,Francia,0,Fabuloso,None,None,"8,8",Hotel,París," 8,6 "
Celia,Francia,0,Excepcional,None,None,10,Hotel,París," 8,6 "
Loïc,Francia,0,Excepcional,None,None,10,Hotel,París," 8,6 "
Didier,Bélgica,0,Excepcional,None,None,10,Hotel,París," 8,6 "
Jonathan,Francia,0,Excepcional,None,None,10,Hotel,París," 8,6 "
Magali,Francia,0,Excepcional,None,None,"9,6",Hotel,París," 8,6 "
Hkob,Francia,0,Muy bien,None,None,"8,3",Hotel,París," 8,6 "
Hajra,Francia,0,Excepcional,None,None,10,Hotel,París," 8,6 "
Cécile,Francia,0,Fantástico,None,None,"9,2",Hotel,París," 8,6 "
Sylvie,Bélgica,0,Fabuloso,None,None,"8,8",Hotel,París," 8,6 "
Patrick,Francia,0,Fantástico,None,None,"9,2",Hotel,París," 8,6 "
Philippe,Francia,0,Excepcional,None,None,10,Hotel,París," 8,6 "
Annie,Francia,0,Bien,None,None,"7,5",Hotel,París," 8,6 "
Sylvie,Francia,0,Excellence,None,None,10,Hotel,París," 8,6 "
Maxime,Francia,0,Parfait et bien stylé,None,None,"9,2",Hotel,París," 8,6 "
Nadine,Francia,0,Excepcional,None,None,"9,6",Hotel,París," 8,6 "
David,Francia,0,Fabuloso,None,None,"8,8",Hotel,París," 8,6 "
Jean,Francia,0,Excepcional,None,None,"9,6",Hotel,París," 8,6 "
Luca,Francia,0,Excepcional,None,None,"9,6",Hotel,París," 8,6 "
Patrick,Reunión,0,Bel Hôtel atypique,None,None,10,Hotel,París," 8,6 "
Olivier,Bélgica,0,Fabuloso,None,None,"8,8",Hotel,París," 8,6 "
Isabelle,Francia,0,Fantástico,None,None,"9,2",Hotel,París," 8,6 "
Christine,Francia,0,Fantástico,None,None,"9,2",Hotel,París," 8,6 "
Henri,Reunión,1,Superbe,"Le soin du personnel , l emplacement très intéressant à 30secondes de Châtelet les halles et en face du métro. 
Quartier très animé, vivant et piétonne.
Le restaurant est excellent également",None,10,Hotel,París," 8,8 "
Michael,Burkina Faso,0,Tres satisfait,Tres propre. Literie très confortable.,None,"9,0",Hotel,París," 8,8 "
Anne,None,0,Qualité et silence dans un environnement très bruyant.,La gentillesse du personnel,"Pas de tarif de restauration dans les chambres, c’est certainement du aux circonstances sanitaires","9,0",Hotel,París," 8,8 "
Sandra,Francia,0,Super séjour,"Hôtel très moderne en plein centre de Paris. Personnel très agréable, respect des mesures sanitaires en période de covid et petit plus l’hôtel a même surclassé notre chambre.",Bar / resto les prix sont assez chers,10,Hotel,París," 8,8 "
Géraldine,Francia,0,Un super séjour à Paris,"Tout était parfait : la chambre, le lit, le personnel, l’emplacement de l’hôtel et le petit déjeuner. J’y retournerai.",None,10,Hotel,París," 8,8 "
Patricia,Alemania,0,"Bel hôtel, joli jardin intérieur, personnel chaleureux.","L'établissement est très bien situé. Le personnel est très accueillant. Le seul point négatif était le petit-déjeûner servi à table, dû à la situation de la COVID-19. Nous avons attendu 3/4 d'heure avant d'être servis alors que nous n'avions aucune demande particulière et toutes les tables n'étant pas occupées.","L'organisation du petit-déjeûner pourrait être plus efficace. Même si le Service se fait à table, avec une meilleure organisation les Clients n'auraient pas besoin d'attendre autant.","9,0",Hotel,París," 8,8 "
Valerie,Luxemburgo,0,Endroit tranquille et confortable en plein centre de Paris,"La proximité du centre, les croissants au petit dejeuner",None,"8,0",Hotel,París," 8,8 "
Patricia,Francia,0,Fantástico,Propre et bien situé,Pas de buffet de petit déjeuner contrairement à ce qui était annoncé,"9,0",Hotel,París," 8,8 "
Pascale,Francia,0,Excepcional,L'emplacement,Rien,10,Hotel,París," 8,8 "
Jean-rémi,Francia,0,"Séjour parfait, bel emplacement, bien insonorisé, prix raisonnable, je reviendrai volontiers !","Beau bâtiment, chambre spacieuse et confortable, tout à disposition y compris la table à repasser ce qui n'est pas toujours le cas. Bureau pratique pour travailler, café disponible en dosettes avec du thé. Bien insonorisé globalement, emplacement idéal dans le 2ème.","Une tasse à thé aurait été un plus, les gobelets à café étant trop petits pour du thé...",10,Hotel,París," 8,8 "
Jean,Francia,0,Bonne adresse - service ++,"L’accueil du personnel, la propreté et le petit déjeuner !",Rien,"9,6",Hotel,París," 8,8 "
